ID,Order,Emotion,PrePost,Trial,ITI
014,NNP,Negative,Pre,43,302
014,NNP,Negative,Pre,44,285
014,NNP,Negative,Pre,45,329
014,NNP,Negative,Post,1,1811
014,NNP,Negative,Post,2,305
014,NNP,Negative,Post,3,483
014,NNP,Negative,Post,4,436
014,NNP,Negative,Post,5,552
014,NNP,Negative,Post,6,479
014,NNP,Negative,Post,7,498
014,NNP,Negative,Post,8,475
014,NNP,Negative,Post,9,486
014,NNP,Negative,Post,10,472
014,NNP,Negative,Post,11,474
014,NNP,Negative,Post,12,420
014,NNP,Negative,Post,13,433
014,NNP,Negative,Post,14,453
014,NNP,Negative,Post,15,408
014,NNP,Negative,Post,16,397
014,NNP,Negative,Post,17,395
014,NNP,Negative,Post,18,464
014,NNP,Negative,Post,19,386
014,NNP,Negative,Post,20,368
014,NNP,Negative,Post,21,375
014,NNP,Negative,Post,22,398
014,NNP,Negative,Post,23,444
014,NNP,Negative,Post,24,440
014,NNP,Negative,Post,25,387
014,NNP,Negative,Post,26,402
014,NNP,Negative,Post,27,375
014,NNP,Negative,Post,28,333
014,NNP,Negative,Post,29,389
014,NNP,Negative,Post,30,483
014,NNP,Negative,Post,31,453
014,NNP,Negative,Post,32,449
014,NNP,Negative,Post,33,452
014,NNP,Negative,Post,34,439
014,NNP,Negative,Post,35,451
014,NNP,Negative,Post,36,414
014,NNP,Negative,Post,37,467
014,NNP,Negative,Post,38,437
014,NNP,Negative,Post,39,394
014,NNP,Negative,Post,40,438
014,NNP,Negative,Post,41,467
014,NNP,Negative,Post,42,477
014,NNP,Negative,Post,43,440
014,NNP,Negative,Post,44,468
014,NNP,Negative,Post,45,486
015,PNN,Positive,Pre,1,2110
015,PNN,Positive,Pre,2,767
015,PNN,Positive,Pre,3,861
015,PNN,Positive,Pre,4,961
015,PNN,Positive,Pre,5,984
015,PNN,Positive,Pre,6,973
015,PNN,Positive,Pre,7,956
015,PNN,Positive,Pre,8,988
015,PNN,Positive,Pre,9,905
015,PNN,Positive,Pre,10,867
015,PNN,Positive,Pre,11,877
015,PNN,Positive,Pre,12,984
015,PNN,Positive,Pre,13,965
015,PNN,Positive,Pre,14,916
015,PNN,Positive,Pre,15,957
015,PNN,Positive,Pre,16,1060
015,PNN,Positive,Pre,17,943
015,PNN,Positive,Pre,18,991
015,PNN,Positive,Pre,19,949
015,PNN,Positive,Pre,20,900
015,PNN,Positive,Pre,21,957
015,PNN,Positive,Pre,22,909
015,PNN,Positive,Pre,23,870
015,PNN,Positive,Pre,24,945
015,PNN,Positive,Pre,25,936
015,PNN,Positive,Pre,26,904
015,PNN,Positive,Pre,27,969
015,PNN,Positive,Pre,28,1032
015,PNN,Positive,Pre,29,852
015,PNN,Positive,Pre,30,936
015,PNN,Positive,Pre,31,959
015,PNN,Positive,Pre,32,975
015,PNN,Positive,Pre,33,933
015,PNN,Positive,Pre,34,965
015,PNN,Positive,Pre,35,989
015,PNN,Positive,Pre,36,938
015,PNN,Positive,Pre,37,962
015,PNN,Positive,Pre,38,937
015,PNN,Positive,Pre,39,945
015,PNN,Positive,Pre,40,1017
015,PNN,Positive,Pre,41,1029
015,PNN,Positive,Pre,42,922
015,PNN,Positive,Pre,43,1011
015,PNN,Positive,Pre,44,1079
015,PNN,Positive,Pre,45,969
015,PNN,Positive,Post,1,1385
015,PNN,Positive,Post,2,687
015,PNN,Positive,Post,3,825
015,PNN,Positive,Post,4,773
015,PNN,Positive,Post,5,740
015,PNN,Positive,Post,6,772
015,PNN,Positive,Post,7,794
015,PNN,Positive,Post,8,760
015,PNN,Positive,Post,9,711
015,PNN,Positive,Post,10,761
015,PNN,Positive,Post,11,704
015,PNN,Positive,Post,12,705
015,PNN,Positive,Post,13,706
015,PNN,Positive,Post,14,676
015,PNN,Positive,Post,15,710
015,PNN,Positive,Post,16,727
015,PNN,Positive,Post,17,752
015,PNN,Positive,Post,18,727
015,PNN,Positive,Post,19,688
015,PNN,Positive,Post,20,698
015,PNN,Positive,Post,21,683
015,PNN,Positive,Post,22,645
015,PNN,Positive,Post,23,665
015,PNN,Positive,Post,24,659
015,PNN,Positive,Post,25,703
015,PNN,Positive,Post,26,680
015,PNN,Positive,Post,27,667
015,PNN,Positive,Post,28,645
015,PNN,Positive,Post,29,673
015,PNN,Positive,Post,30,652
015,PNN,Positive,Post,31,743
015,PNN,Positive,Post,32,654
015,PNN,Positive,Post,33,634
015,PNN,Positive,Post,34,670
015,PNN,Positive,Post,35,712
015,PNN,Positive,Post,36,689
015,PNN,Positive,Post,37,627
015,PNN,Positive,Post,38,663
015,PNN,Positive,Post,39,682
015,PNN,Positive,Post,40,684
015,PNN,Positive,Post,41,678
015,PNN,Positive,Post,42,704
015,PNN,Positive,Post,43,666
015,PNN,Positive,Post,44,628
015,PNN,Positive,Post,45,672
015,PNN,Neutral,Pre,1,1325
015,PNN,Neutral,Pre,2,661
015,PNN,Neutral,Pre,3,728
015,PNN,Neutral,Pre,4,713
015,PNN,Neutral,Pre,5,746
015,PNN,Neutral,Pre,6,738
015,PNN,Neutral,Pre,7,690
015,PNN,Neutral,Pre,8,740
015,PNN,Neutral,Pre,9,699
015,PNN,Neutral,Pre,10,757
015,PNN,Neutral,Pre,11,724
015,PNN,Neutral,Pre,12,740
015,PNN,Neutral,Pre,13,724
015,PNN,Neutral,Pre,14,733
015,PNN,Neutral,Pre,15,733
015,PNN,Neutral,Pre,16,725
015,PNN,Neutral,Pre,17,797
015,PNN,Neutral,Pre,18,723
015,PNN,Neutral,Pre,19,731
015,PNN,Neutral,Pre,20,740
015,PNN,Neutral,Pre,21,740
015,PNN,Neutral,Pre,22,780
015,PNN,Neutral,Pre,23,690
015,PNN,Neutral,Pre,24,700
015,PNN,Neutral,Pre,25,701
015,PNN,Neutral,Pre,26,734
015,PNN,Neutral,Pre,27,718
015,PNN,Neutral,Pre,28,711
015,PNN,Neutral,Pre,29,760
015,PNN,Neutral,Pre,30,735
015,PNN,Neutral,Pre,31,663
015,PNN,Neutral,Pre,32,707
015,PNN,Neutral,Pre,33,691
015,PNN,Neutral,Pre,34,702
015,PNN,Neutral,Pre,35,744
015,PNN,Neutral,Pre,36,712
015,PNN,Neutral,Pre,37,696
015,PNN,Neutral,Pre,38,746
015,PNN,Neutral,Pre,39,697
015,PNN,Neutral,Pre,40,722
015,PNN,Neutral,Pre,41,675
015,PNN,Neutral,Pre,42,774
015,PNN,Neutral,Pre,43,692
015,PNN,Neutral,Pre,44,782
015,PNN,Neutral,Pre,45,708
015,PNN,Neutral,Post,1,1048
015,PNN,Neutral,Post,2,667
015,PNN,Neutral,Post,3,758
015,PNN,Neutral,Post,4,733
015,PNN,Neutral,Post,5,685
015,PNN,Neutral,Post,6,687
015,PNN,Neutral,Post,7,721
015,PNN,Neutral,Post,8,705
015,PNN,Neutral,Post,9,699
015,PNN,Neutral,Post,10,756
015,PNN,Neutral,Post,11,716
015,PNN,Neutral,Post,12,717
015,PNN,Neutral,Post,13,790
015,PNN,Neutral,Post,14,724
015,PNN,Neutral,Post,15,797
015,PNN,Neutral,Post,16,697
015,PNN,Neutral,Post,17,715
015,PNN,Neutral,Post,18,700
015,PNN,Neutral,Post,19,772
015,PNN,Neutral,Post,20,723
015,PNN,Neutral,Post,21,748
015,PNN,Neutral,Post,22,748
015,PNN,Neutral,Post,23,787
015,PNN,Neutral,Post,24,696
015,PNN,Neutral,Post,25,739
015,PNN,Neutral,Post,26,659
015,PNN,Neutral,Post,27,774
015,PNN,Neutral,Post,28,780
015,PNN,Neutral,Post,29,707
015,PNN,Neutral,Post,30,764
015,PNN,Neutral,Post,31,764
015,PNN,Neutral,Post,32,738
015,PNN,Neutral,Post,33,770
015,PNN,Neutral,Post,34,736
015,PNN,Neutral,Post,35,760
015,PNN,Neutral,Post,36,776
015,PNN,Neutral,Post,37,742
015,PNN,Neutral,Post,38,742
015,PNN,Neutral,Post,39,750
015,PNN,Neutral,Post,40,717
015,PNN,Neutral,Post,41,670
015,PNN,Neutral,Post,42,736
015,PNN,Neutral,Post,43,712
015,PNN,Neutral,Post,44,689
015,PNN,Neutral,Post,45,692
015,PNN,Negative,Pre,1,757
015,PNN,Negative,Pre,2,637
015,PNN,Negative,Pre,3,633
015,PNN,Negative,Pre,4,708
015,PNN,Negative,Pre,5,677
015,PNN,Negative,Pre,6,688
015,PNN,Negative,Pre,7,754
015,PNN,Negative,Pre,8,706
015,PNN,Negative,Pre,9,730
015,PNN,Negative,Pre,10,762
015,PNN,Negative,Pre,11,666
015,PNN,Negative,Pre,12,748
015,PNN,Negative,Pre,13,748
015,PNN,Negative,Pre,14,675
015,PNN,Negative,Pre,15,734
015,PNN,Negative,Pre,16,670
015,PNN,Negative,Pre,17,672
015,PNN,Negative,Pre,18,731
015,PNN,Negative,Pre,19,650
015,PNN,Negative,Pre,20,694
015,PNN,Negative,Pre,21,808
015,PNN,Negative,Pre,22,765
015,PNN,Negative,Pre,23,724
015,PNN,Negative,Pre,24,668
015,PNN,Negative,Pre,25,662
015,PNN,Negative,Pre,26,705
015,PNN,Negative,Pre,27,730
015,PNN,Negative,Pre,28,698
015,PNN,Negative,Pre,29,683
015,PNN,Negative,Pre,30,710
015,PNN,Negative,Pre,31,758
015,PNN,Negative,Pre,32,710
015,PNN,Negative,Pre,33,703
015,PNN,Negative,Pre,34,728
015,PNN,Negative,Pre,35,721
015,PNN,Negative,Pre,36,738
015,PNN,Negative,Pre,37,705
015,PNN,Negative,Pre,38,770
015,PNN,Negative,Pre,39,793
015,PNN,Negative,Pre,40,727
015,PNN,Negative,Pre,41,647
015,PNN,Negative,Pre,42,675
015,PNN,Negative,Pre,43,710
015,PNN,Negative,Pre,44,703
015,PNN,Negative,Pre,45,728
015,PNN,Negative,Post,1,1265
015,PNN,Negative,Post,2,747
015,PNN,Negative,Post,3,714
015,PNN,Negative,Post,4,715
015,PNN,Negative,Post,5,740
015,PNN,Negative,Post,6,731
015,PNN,Negative,Post,7,699
015,PNN,Negative,Post,8,740
015,PNN,Negative,Post,9,781
015,PNN,Negative,Post,10,763
015,PNN,Negative,Post,11,746
015,PNN,Negative,Post,12,690
015,PNN,Negative,Post,13,740
015,PNN,Negative,Post,14,676
015,PNN,Negative,Post,15,693
015,PNN,Negative,Post,16,760
015,PNN,Negative,Post,17,686
015,PNN,Negative,Post,18,703
015,PNN,Negative,Post,19,721
015,PNN,Negative,Post,20,745
015,PNN,Negative,Post,21,697
015,PNN,Negative,Post,22,674
015,PNN,Negative,Post,23,740
015,PNN,Negative,Post,24,739
015,PNN,Negative,Post,25,700
015,PNN,Negative,Post,26,685
015,PNN,Negative,Post,27,734
015,PNN,Negative,Post,28,725
015,PNN,Negative,Post,29,815
015,PNN,Negative,Post,30,723
015,PNN,Negative,Post,31,740
015,PNN,Negative,Post,32,716
015,PNN,Negative,Post,33,716
015,PNN,Negative,Post,34,677
015,PNN,Negative,Post,35,688
015,PNN,Negative,Post,36,714
015,PNN,Negative,Post,37,722
015,PNN,Negative,Post,38,691
015,PNN,Negative,Post,39,725
015,PNN,Negative,Post,40,661
015,PNN,Negative,Post,41,721
015,PNN,Negative,Post,42,665
015,PNN,Negative,Post,43,684
015,PNN,Negative,Post,44,670
015,PNN,Negative,Post,45,697
018,NNP,Positive,Pre,1,1021
018,NNP,Positive,Pre,2,714
018,NNP,Positive,Pre,3,803
018,NNP,Positive,Pre,4,728
018,NNP,Positive,Pre,5,841
018,NNP,Positive,Pre,6,693
018,NNP,Positive,Pre,7,743
018,NNP,Positive,Pre,8,703
018,NNP,Positive,Pre,9,752
018,NNP,Positive,Pre,10,727
018,NNP,Positive,Pre,11,752
018,NNP,Positive,Pre,12,735
018,NNP,Positive,Pre,13,662
018,NNP,Positive,Pre,14,737
018,NNP,Positive,Pre,15,809
018,NNP,Positive,Pre,16,703
018,NNP,Positive,Pre,17,775
018,NNP,Positive,Pre,18,742
018,NNP,Positive,Pre,19,782
018,NNP,Positive,Pre,20,716
018,NNP,Positive,Pre,21,676
018,NNP,Positive,Pre,22,615
018,NNP,Positive,Pre,23,828
018,NNP,Positive,Pre,24,792
018,NNP,Positive,Pre,25,734
018,NNP,Positive,Pre,26,686
018,NNP,Positive,Pre,27,736
018,NNP,Positive,Pre,28,760
018,NNP,Positive,Pre,29,703
018,NNP,Positive,Pre,30,800
018,NNP,Positive,Pre,31,734
018,NNP,Positive,Pre,32,718
018,NNP,Positive,Pre,33,686
018,NNP,Positive,Pre,34,688
018,NNP,Positive,Pre,35,770
018,NNP,Positive,Pre,36,689
018,NNP,Positive,Pre,37,826
018,NNP,Positive,Pre,38,807
018,NNP,Positive,Pre,39,788
018,NNP,Positive,Pre,40,746
018,NNP,Positive,Pre,41,786
018,NNP,Positive,Pre,42,864
018,NNP,Positive,Pre,43,763
018,NNP,Positive,Pre,44,722
018,NNP,Positive,Pre,45,730
018,NNP,Positive,Post,1,1045
018,NNP,Positive,Post,2,585
018,NNP,Positive,Post,3,655
018,NNP,Positive,Post,4,651
018,NNP,Positive,Post,5,630
018,NNP,Positive,Post,6,650
018,NNP,Positive,Post,7,700
018,NNP,Positive,Post,8,662
018,NNP,Positive,Post,9,657
018,NNP,Positive,Post,10,661
018,NNP,Positive,Post,11,664
018,NNP,Positive,Post,12,715
018,NNP,Positive,Post,13,603
018,NNP,Positive,Post,14,561
018,NNP,Positive,Post,15,649
018,NNP,Positive,Post,16,620
018,NNP,Positive,Post,17,657
018,NNP,Positive,Post,18,700
018,NNP,Positive,Post,19,669
018,NNP,Positive,Post,20,575
018,NNP,Positive,Post,21,614
018,NNP,Positive,Post,22,620
018,NNP,Positive,Post,23,528
018,NNP,Positive,Post,24,601
018,NNP,Positive,Post,25,590
018,NNP,Positive,Post,26,483
018,NNP,Positive,Post,27,621
018,NNP,Positive,Post,28,577
018,NNP,Positive,Post,29,600
018,NNP,Positive,Post,30,494
018,NNP,Positive,Post,31,519
018,NNP,Positive,Post,32,567
018,NNP,Positive,Post,33,542
018,NNP,Positive,Post,34,606
018,NNP,Positive,Post,35,563
018,NNP,Positive,Post,36,666
018,NNP,Positive,Post,37,581
018,NNP,Positive,Post,38,627
018,NNP,Positive,Post,39,560
018,NNP,Positive,Post,40,551
018,NNP,Positive,Post,41,598
018,NNP,Positive,Post,42,555
018,NNP,Positive,Post,43,507
018,NNP,Positive,Post,44,572
018,NNP,Positive,Post,45,667
018,NNP,Neutral,Pre,1,1410
018,NNP,Neutral,Pre,2,679
018,NNP,Neutral,Pre,3,753
018,NNP,Neutral,Pre,4,688
018,NNP,Neutral,Pre,5,658
018,NNP,Neutral,Pre,6,605
018,NNP,Neutral,Pre,7,722
018,NNP,Neutral,Pre,8,707
018,NNP,Neutral,Pre,9,644
018,NNP,Neutral,Pre,10,704
018,NNP,Neutral,Pre,11,697
018,NNP,Neutral,Pre,12,731
018,NNP,Neutral,Pre,13,644
018,NNP,Neutral,Pre,14,696
018,NNP,Neutral,Pre,15,618
018,NNP,Neutral,Pre,16,639
018,NNP,Neutral,Pre,17,658
018,NNP,Neutral,Pre,18,606
018,NNP,Neutral,Pre,19,666
018,NNP,Neutral,Pre,20,669
018,NNP,Neutral,Pre,21,664
018,NNP,Neutral,Pre,22,612
018,NNP,Neutral,Pre,23,737
018,NNP,Neutral,Pre,24,736
018,NNP,Neutral,Pre,25,705
018,NNP,Neutral,Pre,26,738
018,NNP,Neutral,Pre,27,666
018,NNP,Neutral,Pre,28,669
018,NNP,Neutral,Pre,29,696
018,NNP,Neutral,Pre,30,673
018,NNP,Neutral,Pre,31,596
018,NNP,Neutral,Pre,32,698
018,NNP,Neutral,Pre,33,628
018,NNP,Neutral,Pre,34,719
018,NNP,Neutral,Pre,35,664
018,NNP,Neutral,Pre,36,691
018,NNP,Neutral,Pre,37,629
018,NNP,Neutral,Pre,38,673
018,NNP,Neutral,Pre,39,732
018,NNP,Neutral,Pre,40,621
018,NNP,Neutral,Pre,41,705
018,NNP,Neutral,Pre,42,778
018,NNP,Neutral,Pre,43,721
018,NNP,Neutral,Pre,44,690
018,NNP,Neutral,Pre,45,940
018,NNP,Neutral,Post,1,1295
018,NNP,Neutral,Post,2,513
018,NNP,Neutral,Post,3,530
018,NNP,Neutral,Post,4,523
018,NNP,Neutral,Post,5,475
018,NNP,Neutral,Post,6,462
018,NNP,Neutral,Post,7,481
018,NNP,Neutral,Post,8,547
018,NNP,Neutral,Post,9,386
018,NNP,Neutral,Post,10,504
018,NNP,Neutral,Post,11,465
018,NNP,Neutral,Post,12,468
018,NNP,Neutral,Post,13,479
018,NNP,Neutral,Post,14,546
018,NNP,Neutral,Post,15,506
018,NNP,Neutral,Post,16,490
018,NNP,Neutral,Post,17,461
018,NNP,Neutral,Post,18,512
018,NNP,Neutral,Post,19,497
018,NNP,Neutral,Post,20,523
018,NNP,Neutral,Post,21,516
018,NNP,Neutral,Post,22,444
018,NNP,Neutral,Post,23,472
018,NNP,Neutral,Post,24,458
018,NNP,Neutral,Post,25,494
018,NNP,Neutral,Post,26,488
018,NNP,Neutral,Post,27,466
018,NNP,Neutral,Post,28,468
018,NNP,Neutral,Post,29,503
018,NNP,Neutral,Post,30,392
018,NNP,Neutral,Post,31,454
018,NNP,Neutral,Post,32,521
018,NNP,Neutral,Post,33,530
018,NNP,Neutral,Post,34,587
018,NNP,Neutral,Post,35,401
018,NNP,Neutral,Post,36,487
018,NNP,Neutral,Post,37,497
018,NNP,Neutral,Post,38,451
018,NNP,Neutral,Post,39,463
018,NNP,Neutral,Post,40,466
018,NNP,Neutral,Post,41,533
018,NNP,Neutral,Post,42,437
018,NNP,Neutral,Post,43,561
018,NNP,Neutral,Post,44,488
018,NNP,Neutral,Post,45,459
018,NNP,Negative,Pre,1,1574
018,NNP,Negative,Pre,2,837
018,NNP,Negative,Pre,3,912
018,NNP,Negative,Pre,4,841
018,NNP,Negative,Pre,5,789
018,NNP,Negative,Pre,6,763
018,NNP,Negative,Pre,7,827
018,NNP,Negative,Pre,8,871
018,NNP,Negative,Pre,9,753
018,NNP,Negative,Pre,10,897
018,NNP,Negative,Pre,11,731
018,NNP,Negative,Pre,12,803
018,NNP,Negative,Pre,13,832
018,NNP,Negative,Pre,14,733
018,NNP,Negative,Pre,15,789
018,NNP,Negative,Pre,16,915
018,NNP,Negative,Pre,17,836
018,NNP,Negative,Pre,18,815
018,NNP,Negative,Pre,19,790
018,NNP,Negative,Pre,20,827
018,NNP,Negative,Pre,21,752
018,NNP,Negative,Pre,22,887
018,NNP,Negative,Pre,23,840
018,NNP,Negative,Pre,24,757
018,NNP,Negative,Pre,25,788
018,NNP,Negative,Pre,26,802
018,NNP,Negative,Pre,27,767
018,NNP,Negative,Pre,28,807
018,NNP,Negative,Pre,29,843
018,NNP,Negative,Pre,30,808
018,NNP,Negative,Pre,31,797
018,NNP,Negative,Pre,32,739
018,NNP,Negative,Pre,33,850
018,NNP,Negative,Pre,34,831
018,NNP,Negative,Pre,35,755
018,NNP,Negative,Pre,36,914
018,NNP,Negative,Pre,37,803
018,NNP,Negative,Pre,38,809
018,NNP,Negative,Pre,39,798
018,NNP,Negative,Pre,40,764
018,NNP,Negative,Pre,41,771
018,NNP,Negative,Pre,42,794
018,NNP,Negative,Pre,43,776
018,NNP,Negative,Pre,44,766
018,NNP,Negative,Pre,45,732
018,NNP,Negative,Post,1,1398
018,NNP,Negative,Post,2,1051
018,NNP,Negative,Post,3,1318
018,NNP,Negative,Post,4,1231
018,NNP,Negative,Post,5,1156
018,NNP,Negative,Post,6,1291
018,NNP,Negative,Post,7,1317
018,NNP,Negative,Post,8,1294
018,NNP,Negative,Post,9,1296
018,NNP,Negative,Post,10,1250
018,NNP,Negative,Post,11,1253
018,NNP,Negative,Post,12,1136
018,NNP,Negative,Post,13,1337
018,NNP,Negative,Post,14,1361
018,NNP,Negative,Post,15,1360
018,NNP,Negative,Post,16,1255
018,NNP,Negative,Post,17,1530
018,NNP,Negative,Post,18,1419
018,NNP,Negative,Post,19,1415
018,NNP,Negative,Post,20,1388
018,NNP,Negative,Post,21,1226
018,NNP,Negative,Post,22,1102
018,NNP,Negative,Post,23,1143
018,NNP,Negative,Post,24,1127
018,NNP,Negative,Post,25,954
018,NNP,Negative,Post,26,1174
018,NNP,Negative,Post,27,1168
018,NNP,Negative,Post,28,1110
018,NNP,Negative,Post,29,1382
018,NNP,Negative,Post,30,1276
018,NNP,Negative,Post,31,1112
018,NNP,Negative,Post,32,1343
018,NNP,Negative,Post,33,1192
018,NNP,Negative,Post,34,1164
018,NNP,Negative,Post,35,1306
018,NNP,Negative,Post,36,1042
018,NNP,Negative,Post,37,1278
018,NNP,Negative,Post,38,1033
018,NNP,Negative,Post,39,1054
018,NNP,Negative,Post,40,1249
018,NNP,Negative,Post,41,1329
018,NNP,Negative,Post,42,1489
018,NNP,Negative,Post,43,1219
018,NNP,Negative,Post,44,1229
018,NNP,Negative,Post,45,1305
020,NNP,Positive,Pre,1,889
020,NNP,Positive,Pre,2,299
020,NNP,Positive,Pre,3,309
020,NNP,Positive,Pre,4,270
020,NNP,Positive,Pre,5,265
020,NNP,Positive,Pre,6,267
020,NNP,Positive,Pre,7,285
020,NNP,Positive,Pre,8,273
020,NNP,Positive,Pre,9,259
020,NNP,Positive,Pre,10,335
020,NNP,Positive,Pre,11,271
020,NNP,Positive,Pre,12,280
020,NNP,Positive,Pre,13,275
020,NNP,Positive,Pre,14,269
020,NNP,Positive,Pre,15,265
020,NNP,Positive,Pre,16,267
020,NNP,Positive,Pre,17,254
020,NNP,Positive,Pre,18,322
020,NNP,Positive,Pre,19,250
020,NNP,Positive,Pre,20,237
020,NNP,Positive,Pre,21,322
020,NNP,Positive,Pre,22,243
020,NNP,Positive,Pre,23,278
020,NNP,Positive,Pre,24,304
020,NNP,Positive,Pre,25,273
020,NNP,Positive,Pre,26,260
020,NNP,Positive,Pre,27,231
020,NNP,Positive,Pre,28,291
020,NNP,Positive,Pre,29,253
020,NNP,Positive,Pre,30,281
020,NNP,Positive,Pre,31,284
020,NNP,Positive,Pre,32,236
020,NNP,Positive,Pre,33,257
020,NNP,Positive,Pre,34,285
020,NNP,Positive,Pre,35,270
020,NNP,Positive,Pre,36,296
020,NNP,Positive,Pre,37,265
020,NNP,Positive,Pre,38,277
020,NNP,Positive,Pre,39,287
020,NNP,Positive,Pre,40,281
020,NNP,Positive,Pre,41,299
020,NNP,Positive,Pre,42,245
020,NNP,Positive,Pre,43,337
020,NNP,Positive,Pre,44,304
020,NNP,Positive,Pre,45,250
020,NNP,Positive,Post,1,680
020,NNP,Positive,Post,2,355
020,NNP,Positive,Post,3,331
020,NNP,Positive,Post,4,356
020,NNP,Positive,Post,5,386
020,NNP,Positive,Post,6,376
020,NNP,Positive,Post,7,447
020,NNP,Positive,Post,8,385
020,NNP,Positive,Post,9,440
020,NNP,Positive,Post,10,467
020,NNP,Positive,Post,11,448
020,NNP,Positive,Post,12,378
020,NNP,Positive,Post,13,441
020,NNP,Positive,Post,14,404
020,NNP,Positive,Post,15,387
020,NNP,Positive,Post,16,376
020,NNP,Positive,Post,17,399
020,NNP,Positive,Post,18,445
020,NNP,Positive,Post,19,416
020,NNP,Positive,Post,20,366
020,NNP,Positive,Post,21,373
020,NNP,Positive,Post,22,364
020,NNP,Positive,Post,23,354
020,NNP,Positive,Post,24,393
020,NNP,Positive,Post,25,375
020,NNP,Positive,Post,26,357
020,NNP,Positive,Post,27,380
020,NNP,Positive,Post,28,403
020,NNP,Positive,Post,29,425
020,NNP,Positive,Post,30,404
020,NNP,Positive,Post,31,402
020,NNP,Positive,Post,32,343
020,NNP,Positive,Post,33,359
020,NNP,Positive,Post,34,374
020,NNP,Positive,Post,35,365
020,NNP,Positive,Post,36,372
020,NNP,Positive,Post,37,379
020,NNP,Positive,Post,38,329
020,NNP,Positive,Post,39,355
020,NNP,Positive,Post,40,425
020,NNP,Positive,Post,41,382
020,NNP,Positive,Post,42,349
020,NNP,Positive,Post,43,380
020,NNP,Positive,Post,44,412
020,NNP,Positive,Post,45,392
020,NNP,Neutral,Pre,1,771
020,NNP,Neutral,Pre,2,306
020,NNP,Neutral,Pre,3,356
020,NNP,Neutral,Pre,4,388
020,NNP,Neutral,Pre,5,393
020,NNP,Neutral,Pre,6,431
020,NNP,Neutral,Pre,7,434
020,NNP,Neutral,Pre,8,424
020,NNP,Neutral,Pre,9,420
020,NNP,Neutral,Pre,10,408
020,NNP,Neutral,Pre,11,413
020,NNP,Neutral,Pre,12,410
020,NNP,Neutral,Pre,13,391
020,NNP,Neutral,Pre,14,429
020,NNP,Neutral,Pre,15,370
020,NNP,Neutral,Pre,16,409
020,NNP,Neutral,Pre,17,414
020,NNP,Neutral,Pre,18,347
020,NNP,Neutral,Pre,19,450
020,NNP,Neutral,Pre,20,414
020,NNP,Neutral,Pre,21,362
020,NNP,Neutral,Pre,22,378
020,NNP,Neutral,Pre,23,368
020,NNP,Neutral,Pre,24,367
020,NNP,Neutral,Pre,25,333
020,NNP,Neutral,Pre,26,350
020,NNP,Neutral,Pre,27,365
020,NNP,Neutral,Pre,28,429
020,NNP,Neutral,Pre,29,361
020,NNP,Neutral,Pre,30,320
020,NNP,Neutral,Pre,31,376
020,NNP,Neutral,Pre,32,335
020,NNP,Neutral,Pre,33,343
020,NNP,Neutral,Pre,34,367
020,NNP,Neutral,Pre,35,333
020,NNP,Neutral,Pre,36,350
020,NNP,Neutral,Pre,37,316
020,NNP,Neutral,Pre,38,405
020,NNP,Neutral,Pre,39,363
020,NNP,Neutral,Pre,40,377
020,NNP,Neutral,Pre,41,344
020,NNP,Neutral,Pre,42,400
020,NNP,Neutral,Pre,43,350
020,NNP,Neutral,Pre,44,348
020,NNP,Neutral,Pre,45,396
020,NNP,Neutral,Post,1,951
020,NNP,Neutral,Post,2,366
020,NNP,Neutral,Post,3,330
020,NNP,Neutral,Post,4,402
020,NNP,Neutral,Post,5,424
020,NNP,Neutral,Post,6,437
020,NNP,Neutral,Post,7,464
020,NNP,Neutral,Post,8,452
020,NNP,Neutral,Post,9,631
020,NNP,Neutral,Post,10,459
020,NNP,Neutral,Post,11,414
020,NNP,Neutral,Post,12,427
020,NNP,Neutral,Post,13,424
020,NNP,Neutral,Post,14,436
020,NNP,Neutral,Post,15,448
020,NNP,Neutral,Post,16,380
020,NNP,Neutral,Post,17,418
020,NNP,Neutral,Post,18,448
020,NNP,Neutral,Post,19,442
020,NNP,Neutral,Post,20,430
020,NNP,Neutral,Post,21,419
020,NNP,Neutral,Post,22,391
020,NNP,Neutral,Post,23,486
020,NNP,Neutral,Post,24,400
020,NNP,Neutral,Post,25,412
020,NNP,Neutral,Post,26,409
020,NNP,Neutral,Post,27,526
020,NNP,Neutral,Post,28,472
020,NNP,Neutral,Post,29,442
020,NNP,Neutral,Post,30,422
020,NNP,Neutral,Post,31,450
020,NNP,Neutral,Post,32,493
020,NNP,Neutral,Post,33,464
020,NNP,Neutral,Post,34,514
020,NNP,Neutral,Post,35,458
020,NNP,Neutral,Post,36,454
020,NNP,Neutral,Post,37,393
020,NNP,Neutral,Post,38,423
020,NNP,Neutral,Post,39,428
020,NNP,Neutral,Post,40,383
020,NNP,Neutral,Post,41,541
020,NNP,Neutral,Post,42,445
020,NNP,Neutral,Post,43,432
020,NNP,Neutral,Post,44,404
020,NNP,Neutral,Post,45,442
020,NNP,Negative,Pre,1,1554
020,NNP,Negative,Pre,2,521
020,NNP,Negative,Pre,3,498
020,NNP,Negative,Pre,4,491
020,NNP,Negative,Pre,5,413
020,NNP,Negative,Pre,6,513
020,NNP,Negative,Pre,7,467
020,NNP,Negative,Pre,8,446
020,NNP,Negative,Pre,9,449
020,NNP,Negative,Pre,10,429
020,NNP,Negative,Pre,11,418
020,NNP,Negative,Pre,12,398
