ID,Order,Emotion,PrePost,Trial,ITI
004,NNP,Neutral,Post,42,232
004,NNP,Neutral,Post,43,252
004,NNP,Neutral,Post,44,281
004,NNP,Neutral,Post,45,226
004,NNP,Negative,Pre,1,1921
004,NNP,Negative,Pre,2,386
004,NNP,Negative,Pre,3,447
004,NNP,Negative,Pre,4,460
004,NNP,Negative,Pre,5,431
004,NNP,Negative,Pre,6,443
004,NNP,Negative,Pre,7,456
004,NNP,Negative,Pre,8,402
004,NNP,Negative,Pre,9,416
004,NNP,Negative,Pre,10,382
004,NNP,Negative,Pre,11,429
004,NNP,Negative,Pre,12,433
004,NNP,Negative,Pre,13,437
004,NNP,Negative,Pre,14,393
004,NNP,Negative,Pre,15,415
004,NNP,Negative,Pre,16,421
004,NNP,Negative,Pre,17,377
004,NNP,Negative,Pre,18,416
004,NNP,Negative,Pre,19,453
004,NNP,Negative,Pre,20,400
004,NNP,Negative,Pre,21,454
004,NNP,Negative,Pre,22,457
004,NNP,Negative,Pre,23,357
004,NNP,Negative,Pre,24,420
004,NNP,Negative,Pre,25,416
004,NNP,Negative,Pre,26,430
004,NNP,Negative,Pre,27,411
004,NNP,Negative,Pre,28,408
004,NNP,Negative,Pre,29,421
004,NNP,Negative,Pre,30,458
004,NNP,Negative,Pre,31,445
004,NNP,Negative,Pre,32,409
004,NNP,Negative,Pre,33,382
004,NNP,Negative,Pre,34,396
004,NNP,Negative,Pre,35,418
004,NNP,Negative,Pre,36,447
004,NNP,Negative,Pre,37,451
004,NNP,Negative,Pre,38,424
004,NNP,Negative,Pre,39,420
004,NNP,Negative,Pre,40,400
004,NNP,Negative,Pre,41,406
004,NNP,Negative,Pre,42,388
004,NNP,Negative,Pre,43,426
004,NNP,Negative,Pre,44,446
004,NNP,Negative,Pre,45,425
004,NNP,Negative,Post,1,1934
004,NNP,Negative,Post,2,221
004,NNP,Negative,Post,3,242
004,NNP,Negative,Post,4,245
004,NNP,Negative,Post,5,273
004,NNP,Negative,Post,6,204
004,NNP,Negative,Post,7,289
004,NNP,Negative,Post,8,243
004,NNP,Negative,Post,9,247
004,NNP,Negative,Post,10,267
004,NNP,Negative,Post,11,237
004,NNP,Negative,Post,12,251
004,NNP,Negative,Post,13,263
004,NNP,Negative,Post,14,250
004,NNP,Negative,Post,15,246
004,NNP,Negative,Post,16,241
004,NNP,Negative,Post,17,222
004,NNP,Negative,Post,18,226
004,NNP,Negative,Post,19,239
004,NNP,Negative,Post,20,203
004,NNP,Negative,Post,21,240
004,NNP,Negative,Post,22,244
004,NNP,Negative,Post,23,216
004,NNP,Negative,Post,24,205
004,NNP,Negative,Post,25,250
004,NNP,Negative,Post,26,253
004,NNP,Negative,Post,27,233
004,NNP,Negative,Post,28,261
004,NNP,Negative,Post,29,168
004,NNP,Negative,Post,30,223
004,NNP,Negative,Post,31,219
004,NNP,Negative,Post,32,240
004,NNP,Negative,Post,33,212
004,NNP,Negative,Post,34,241
004,NNP,Negative,Post,35,236
004,NNP,Negative,Post,36,248
004,NNP,Negative,Post,37,221
004,NNP,Negative,Post,38,281
004,NNP,Negative,Post,39,236
004,NNP,Negative,Post,40,208
004,NNP,Negative,Post,41,277
004,NNP,Negative,Post,42,232
004,NNP,Negative,Post,43,236
004,NNP,Negative,Post,44,176
004,NNP,Negative,Post,45,223
005,PNN,Positive,Pre,1,1891
005,PNN,Positive,Pre,2,603
005,PNN,Positive,Pre,3,616
005,PNN,Positive,Pre,4,678
005,PNN,Positive,Pre,5,696
005,PNN,Positive,Pre,6,674
005,PNN,Positive,Pre,7,701
005,PNN,Positive,Pre,8,702
005,PNN,Positive,Pre,9,640
005,PNN,Positive,Pre,10,732
005,PNN,Positive,Pre,11,653
005,PNN,Positive,Pre,12,671
005,PNN,Positive,Pre,13,690
005,PNN,Positive,Pre,14,692
005,PNN,Positive,Pre,15,671
005,PNN,Positive,Pre,16,689
005,PNN,Positive,Pre,17,658
005,PNN,Positive,Pre,18,710
005,PNN,Positive,Pre,19,695
005,PNN,Positive,Pre,20,697
005,PNN,Positive,Pre,21,713
005,PNN,Positive,Pre,22,716
005,PNN,Positive,Pre,23,764
005,PNN,Positive,Pre,24,715
005,PNN,Positive,Pre,25,731
005,PNN,Positive,Pre,26,717
005,PNN,Positive,Pre,27,718
005,PNN,Positive,Pre,28,695
005,PNN,Positive,Pre,29,704
005,PNN,Positive,Pre,30,665
005,PNN,Positive,Pre,31,733
005,PNN,Positive,Pre,32,718
005,PNN,Positive,Pre,33,695
005,PNN,Positive,Pre,34,737
005,PNN,Positive,Pre,35,706
005,PNN,Positive,Pre,36,691
005,PNN,Positive,Pre,37,708
005,PNN,Positive,Pre,38,734
005,PNN,Positive,Pre,39,703
005,PNN,Positive,Pre,40,688
005,PNN,Positive,Pre,41,753
005,PNN,Positive,Pre,42,689
005,PNN,Positive,Pre,43,731
005,PNN,Positive,Pre,44,748
005,PNN,Positive,Pre,45,731
005,PNN,Positive,Post,1,1297
005,PNN,Positive,Post,2,580
005,PNN,Positive,Post,3,618
005,PNN,Positive,Post,4,646
005,PNN,Positive,Post,5,634
005,PNN,Positive,Post,6,663
005,PNN,Positive,Post,7,642
005,PNN,Positive,Post,8,646
005,PNN,Positive,Post,9,618
005,PNN,Positive,Post,10,639
005,PNN,Positive,Post,11,642
005,PNN,Positive,Post,12,623
005,PNN,Positive,Post,13,627
005,PNN,Positive,Post,14,623
005,PNN,Positive,Post,15,653
005,PNN,Positive,Post,16,600
005,PNN,Positive,Post,17,637
005,PNN,Positive,Post,18,642
005,PNN,Positive,Post,19,623
005,PNN,Positive,Post,20,627
005,PNN,Positive,Post,21,600
005,PNN,Positive,Post,22,589
005,PNN,Positive,Post,23,666
005,PNN,Positive,Post,24,631
005,PNN,Positive,Post,25,618
005,PNN,Positive,Post,26,648
005,PNN,Positive,Post,27,635
005,PNN,Positive,Post,28,647
005,PNN,Positive,Post,29,628
005,PNN,Positive,Post,30,679
005,PNN,Positive,Post,31,658
005,PNN,Positive,Post,32,701
005,PNN,Positive,Post,33,663
005,PNN,Positive,Post,34,601
005,PNN,Positive,Post,35,632
005,PNN,Positive,Post,36,669
005,PNN,Positive,Post,37,624
005,PNN,Positive,Post,38,699
005,PNN,Positive,Post,39,621
005,PNN,Positive,Post,40,666
005,PNN,Positive,Post,41,644
005,PNN,Positive,Post,42,658
005,PNN,Positive,Post,43,643
005,PNN,Positive,Post,44,648
005,PNN,Positive,Post,45,652
005,PNN,Neutral,Pre,1,1067
005,PNN,Neutral,Pre,2,815
005,PNN,Neutral,Pre,3,861
005,PNN,Neutral,Pre,4,872
005,PNN,Neutral,Pre,5,833
005,PNN,Neutral,Pre,6,862
005,PNN,Neutral,Pre,7,842
005,PNN,Neutral,Pre,8,838
005,PNN,Neutral,Pre,9,906
005,PNN,Neutral,Pre,10,851
005,PNN,Neutral,Pre,11,886
005,PNN,Neutral,Pre,12,858
005,PNN,Neutral,Pre,13,836
005,PNN,Neutral,Pre,14,897
005,PNN,Neutral,Pre,15,907
005,PNN,Neutral,Pre,16,868
005,PNN,Neutral,Pre,17,871
005,PNN,Neutral,Pre,18,865
005,PNN,Neutral,Pre,19,837
005,PNN,Neutral,Pre,20,801
005,PNN,Neutral,Pre,21,893
005,PNN,Neutral,Pre,22,816
005,PNN,Neutral,Pre,23,885
005,PNN,Neutral,Pre,24,831
005,PNN,Neutral,Pre,25,828
005,PNN,Neutral,Pre,26,840
005,PNN,Neutral,Pre,27,876
005,PNN,Neutral,Pre,28,839
005,PNN,Neutral,Pre,29,834
005,PNN,Neutral,Pre,30,862
005,PNN,Neutral,Pre,31,857
005,PNN,Neutral,Pre,32,893
005,PNN,Neutral,Pre,33,807
005,PNN,Neutral,Pre,34,868
005,PNN,Neutral,Pre,35,832
005,PNN,Neutral,Pre,36,891
005,PNN,Neutral,Pre,37,854
005,PNN,Neutral,Pre,38,898
005,PNN,Neutral,Pre,39,867
005,PNN,Neutral,Pre,40,935
005,PNN,Neutral,Pre,41,935
005,PNN,Neutral,Pre,42,839
005,PNN,Neutral,Pre,43,827
005,PNN,Neutral,Pre,44,832
005,PNN,Neutral,Pre,45,868
005,PNN,Neutral,Post,1,1037
005,PNN,Neutral,Post,2,689
005,PNN,Neutral,Post,3,716
005,PNN,Neutral,Post,4,780
005,PNN,Neutral,Post,5,740
005,PNN,Neutral,Post,6,746
005,PNN,Neutral,Post,7,705
005,PNN,Neutral,Post,8,715
005,PNN,Neutral,Post,9,717
005,PNN,Neutral,Post,10,694
005,PNN,Neutral,Post,11,737
005,PNN,Neutral,Post,12,751
005,PNN,Neutral,Post,13,720
005,PNN,Neutral,Post,14,705
005,PNN,Neutral,Post,15,690
005,PNN,Neutral,Post,16,707
005,PNN,Neutral,Post,17,661
005,PNN,Neutral,Post,18,727
005,PNN,Neutral,Post,19,736
005,PNN,Neutral,Post,20,713
005,PNN,Neutral,Post,21,722
005,PNN,Neutral,Post,22,705
005,PNN,Neutral,Post,23,684
005,PNN,Neutral,Post,24,694
005,PNN,Neutral,Post,25,687
005,PNN,Neutral,Post,26,721
005,PNN,Neutral,Post,27,673
005,PNN,Neutral,Post,28,685
005,PNN,Neutral,Post,29,751
005,PNN,Neutral,Post,30,703
005,PNN,Neutral,Post,31,737
005,PNN,Neutral,Post,32,689
005,PNN,Neutral,Post,33,690
005,PNN,Neutral,Post,34,701
005,PNN,Neutral,Post,35,718
005,PNN,Neutral,Post,36,727
005,PNN,Neutral,Post,37,657
005,PNN,Neutral,Post,38,724
005,PNN,Neutral,Post,39,707
005,PNN,Neutral,Post,40,685
005,PNN,Neutral,Post,41,711
005,PNN,Neutral,Post,42,762
005,PNN,Neutral,Post,43,688
005,PNN,Neutral,Post,44,682
005,PNN,Neutral,Post,45,684
005,PNN,Negative,Pre,1,1213
005,PNN,Negative,Pre,2,746
005,PNN,Negative,Pre,3,802
005,PNN,Negative,Pre,4,799
005,PNN,Negative,Pre,5,774
005,PNN,Negative,Pre,6,764
005,PNN,Negative,Pre,7,811
005,PNN,Negative,Pre,8,768
005,PNN,Negative,Pre,9,776
005,PNN,Negative,Pre,10,757
005,PNN,Negative,Pre,11,757
005,PNN,Negative,Pre,12,749
005,PNN,Negative,Pre,13,780
005,PNN,Negative,Pre,14,770
005,PNN,Negative,Pre,15,753
005,PNN,Negative,Pre,16,768
005,PNN,Negative,Pre,17,784
005,PNN,Negative,Pre,18,749
005,PNN,Negative,Pre,19,725
005,PNN,Negative,Pre,20,790
005,PNN,Negative,Pre,21,747
005,PNN,Negative,Pre,22,724
005,PNN,Negative,Pre,23,779
005,PNN,Negative,Pre,24,778
005,PNN,Negative,Pre,25,745
005,PNN,Negative,Pre,26,808
005,PNN,Negative,Pre,27,790
005,PNN,Negative,Pre,28,780
005,PNN,Negative,Pre,29,819
005,PNN,Negative,Pre,30,775
005,PNN,Negative,Pre,31,797
005,PNN,Negative,Pre,32,772
005,PNN,Negative,Pre,33,818
005,PNN,Negative,Pre,34,783
005,PNN,Negative,Pre,35,789
005,PNN,Negative,Pre,36,763
005,PNN,Negative,Pre,37,747
005,PNN,Negative,Pre,38,803
005,PNN,Negative,Pre,39,778
005,PNN,Negative,Pre,40,847
005,PNN,Negative,Pre,41,748
005,PNN,Negative,Pre,42,779
005,PNN,Negative,Pre,43,729
005,PNN,Negative,Pre,44,729
005,PNN,Negative,Pre,45,833
005,PNN,Negative,Post,1,1015
005,PNN,Negative,Post,2,667
005,PNN,Negative,Post,3,678
005,PNN,Negative,Post,4,728
005,PNN,Negative,Post,5,721
005,PNN,Negative,Post,6,714
005,PNN,Negative,Post,7,683
005,PNN,Negative,Post,8,661
005,PNN,Negative,Post,9,673
005,PNN,Negative,Post,10,667
005,PNN,Negative,Post,11,695
005,PNN,Negative,Post,12,640
005,PNN,Negative,Post,13,668
005,PNN,Negative,Post,14,687
005,PNN,Negative,Post,15,649
005,PNN,Negative,Post,16,644
005,PNN,Negative,Post,17,640
005,PNN,Negative,Post,18,636
005,PNN,Negative,Post,19,575
005,PNN,Negative,Post,20,686
005,PNN,Negative,Post,21,624
005,PNN,Negative,Post,22,668
005,PNN,Negative,Post,23,672
005,PNN,Negative,Post,24,658
005,PNN,Negative,Post,25,661
005,PNN,Negative,Post,26,583
005,PNN,Negative,Post,27,677
005,PNN,Negative,Post,28,633
005,PNN,Negative,Post,29,613
005,PNN,Negative,Post,30,618
005,PNN,Negative,Post,31,671
005,PNN,Negative,Post,32,641
005,PNN,Negative,Post,33,653
005,PNN,Negative,Post,34,649
005,PNN,Negative,Post,35,620
005,PNN,Negative,Post,36,617
005,PNN,Negative,Post,37,638
005,PNN,Negative,Post,38,650
005,PNN,Negative,Post,39,638
005,PNN,Negative,Post,40,610
005,PNN,Negative,Post,41,655
005,PNN,Negative,Post,42,698
005,PNN,Negative,Post,43,685
005,PNN,Negative,Post,44,639
005,PNN,Negative,Post,45,580
006,NNP,Positive,Pre,1,1083
006,NNP,Positive,Pre,2,349
006,NNP,Positive,Pre,3,341
006,NNP,Positive,Pre,4,309
006,NNP,Positive,Pre,5,302
006,NNP,Positive,Pre,6,295
006,NNP,Positive,Pre,7,314
006,NNP,Positive,Pre,8,323
006,NNP,Positive,Pre,9,299
006,NNP,Positive,Pre,10,325
006,NNP,Positive,Pre,11,310
006,NNP,Positive,Pre,12,351
006,NNP,Positive,Pre,13,263
006,NNP,Positive,Pre,14,322
006,NNP,Positive,Pre,15,354
006,NNP,Positive,Pre,16,305
006,NNP,Positive,Pre,17,307
006,NNP,Positive,Pre,18,284
006,NNP,Positive,Pre,19,311
006,NNP,Positive,Pre,20,304
006,NNP,Positive,Pre,21,297
006,NNP,Positive,Pre,22,270
006,NNP,Positive,Pre,23,293
006,NNP,Positive,Pre,24,278
006,NNP,Positive,Pre,25,313
006,NNP,Positive,Pre,26,290
006,NNP,Positive,Pre,27,300
006,NNP,Positive,Pre,28,294
006,NNP,Positive,Pre,29,296
006,NNP,Positive,Pre,30,274
006,NNP,Positive,Pre,31,309
006,NNP,Positive,Pre,32,294
006,NNP,Positive,Pre,33,295
006,NNP,Positive,Pre,34,289
006,NNP,Positive,Pre,35,267
006,NNP,Positive,Pre,36,294
006,NNP,Positive,Pre,37,288
006,NNP,Positive,Pre,38,290
006,NNP,Positive,Pre,39,307
006,NNP,Positive,Pre,40,277
006,NNP,Positive,Pre,41,295
006,NNP,Positive,Pre,42,289
006,NNP,Positive,Pre,43,274
006,NNP,Positive,Pre,44,261
006,NNP,Positive,Pre,45,320
006,NNP,Positive,Post,1,787
006,NNP,Positive,Post,2,353
006,NNP,Positive,Post,3,280
006,NNP,Positive,Post,4,274
006,NNP,Positive,Post,5,341
006,NNP,Positive,Post,6,277
006,NNP,Positive,Post,7,311
006,NNP,Positive,Post,8,281
006,NNP,Positive,Post,9,331
006,NNP,Positive,Post,10,316
006,NNP,Positive,Post,11,292
006,NNP,Positive,Post,12,254
006,NNP,Positive,Post,13,289
006,NNP,Positive,Post,14,267
006,NNP,Positive,Post,15,286
006,NNP,Positive,Post,16,320
006,NNP,Positive,Post,17,329
006,NNP,Positive,Post,18,299
006,NNP,Positive,Post,19,300
006,NNP,Positive,Post,20,302
006,NNP,Positive,Post,21,295
006,NNP,Positive,Post,22,321
006,NNP,Positive,Post,23,258
006,NNP,Positive,Post,24,293
006,NNP,Positive,Post,25,286
006,NNP,Positive,Post,26,281
006,NNP,Positive,Post,27,300
006,NNP,Positive,Post,28,294
006,NNP,Positive,Post,29,279
006,NNP,Positive,Post,30,314
006,NNP,Positive,Post,31,324
006,NNP,Positive,Post,32,300
006,NNP,Positive,Post,33,261
006,NNP,Positive,Post,34,305
006,NNP,Positive,Post,35,306
006,NNP,Positive,Post,36,307
006,NNP,Positive,Post,37,324
006,NNP,Positive,Post,38,349
006,NNP,Positive,Post,39,316
006,NNP,Positive,Post,40,326
006,NNP,Positive,Post,41,342
006,NNP,Positive,Post,42,318
006,NNP,Positive,Post,43,328
006,NNP,Positive,Post,44,328
006,NNP,Positive,Post,45,313
006,NNP,Neutral,Pre,1,869
006,NNP,Neutral,Pre,2,520
006,NNP,Neutral,Pre,3,449
006,NNP,Neutral,Pre,4,470
006,NNP,Neutral,Pre,5,504
006,NNP,Neutral,Pre,6,497
006,NNP,Neutral,Pre,7,475
006,NNP,Neutral,Pre,8,550
006,NNP,Neutral,Pre,9,558
006,NNP,Neutral,Pre,10,589
006,NNP,Neutral,Pre,11,579
006,NNP,Neutral,Pre,12,625
006,NNP,Neutral,Pre,13,630
006,NNP,Neutral,Pre,14,594
006,NNP,Neutral,Pre,15,592
006,NNP,Neutral,Pre,16,551
006,NNP,Neutral,Pre,17,541
006,NNP,Neutral,Pre,18,534
006,NNP,Neutral,Pre,19,551
006,NNP,Neutral,Pre,20,518
006,NNP,Neutral,Pre,21,536
006,NNP,Neutral,Pre,22,559
006,NNP,Neutral,Pre,23,575
006,NNP,Neutral,Pre,24,549
006,NNP,Neutral,Pre,25,572
006,NNP,Neutral,Pre,26,564
006,NNP,Neutral,Pre,27,466
006,NNP,Neutral,Pre,28,530
006,NNP,Neutral,Pre,29,573
006,NNP,Neutral,Pre,30,588
006,NNP,Neutral,Pre,31,642
006,NNP,Neutral,Pre,32,638
006,NNP,Neutral,Pre,33,650
006,NNP,Neutral,Pre,34,677
006,NNP,Neutral,Pre,35,680
006,NNP,Neutral,Pre,36,699
006,NNP,Neutral,Pre,37,605
006,NNP,Neutral,Pre,38,610
006,NNP,Neutral,Pre,39,599
006,NNP,Neutral,Pre,40,581
006,NNP,Neutral,Pre,41,539
006,NNP,Neutral,Pre,42,554
006,NNP,Neutral,Pre,43,562
006,NNP,Neutral,Pre,44,609
006,NNP,Neutral,Pre,45,631
006,NNP,Neutral,Post,1,1580
006,NNP,Neutral,Post,2,242
006,NNP,Neutral,Post,3,262
006,NNP,Neutral,Post,4,248
006,NNP,Neutral,Post,5,268
006,NNP,Neutral,Post,6,296
006,NNP,Neutral,Post,7,281
006,NNP,Neutral,Post,8,284
006,NNP,Neutral,Post,9,287
006,NNP,Neutral,Post,10,257
006,NNP,Neutral,Post,11,244
006,NNP,Neutral,Post,12,264
006,NNP,Neutral,Post,13,283
006,NNP,Neutral,Post,14,278
006,NNP,Neutral,Post,15,279
006,NNP,Neutral,Post,16,267
006,NNP,Neutral,Post,17,254
006,NNP,Neutral,Post,18,273
006,NNP,Neutral,Post,19,228
006,NNP,Neutral,Post,20,257
006,NNP,Neutral,Post,21,260
006,NNP,Neutral,Post,22,255
006,NNP,Neutral,Post,23,259
006,NNP,Neutral,Post,24,246
006,NNP,Neutral,Post,25,250
006,NNP,Neutral,Post,26,260
006,NNP,Neutral,Post,27,241
006,NNP,Neutral,Post,28,237
006,NNP,Neutral,Post,29,281
006,NNP,Neutral,Post,30,235
006,NNP,Neutral,Post,31,256
006,NNP,Neutral,Post,32,227
006,NNP,Neutral,Post,33,247
006,NNP,Neutral,Post,34,267
006,NNP,Neutral,Post,35,278
006,NNP,Neutral,Post,36,257
006,NNP,Neutral,Post,37,268
006,NNP,Neutral,Post,38,239
006,NNP,Neutral,Post,39,275
006,NNP,Neutral,Post,40,262
006,NNP,Neutral,Post,41,233
006,NNP,Neutral,Post,42,286
006,NNP,Neutral,Post,43,265
006,NNP,Neutral,Post,44,268
006,NNP,Neutral,Post,45,270
006,NNP,Negative,Pre,1,1393
006,NNP,Negative,Pre,2,455
006,NNP,Negative,Pre,3,434
006,NNP,Negative,Pre,4,447
006,NNP,Negative,Pre,5,468
006,NNP,Negative,Pre,6,438
006,NNP,Negative,Pre,7,450
006,NNP,Negative,Pre,8,421
006,NNP,Negative,Pre,9,426
006,NNP,Negative,Pre,10,398
006,NNP,Negative,Pre,11,421
006,NNP,Negative,Pre,12,393
006,NNP,Negative,Pre,13,391
006,NNP,Negative,Pre,14,429
006,NNP,Negative,Pre,15,497
006,NNP,Negative,Pre,16,443
006,NNP,Negative,Pre,17,399
006,NNP,Negative,Pre,18,452
006,NNP,Negative,Pre,19,359
006,NNP,Negative,Pre,20,399
006,NNP,Negative,Pre,21,381
006,NNP,Negative,Pre,22,395
006,NNP,Negative,Pre,23,393
006,NNP,Negative,Pre,24,416
006,NNP,Negative,Pre,25,396
006,NNP,Negative,Pre,26,394
006,NNP,Negative,Pre,27,424
006,NNP,Negative,Pre,28,412
006,NNP,Negative,Pre,29,378
006,NNP,Negative,Pre,30,376
006,NNP,Negative,Pre,31,455
006,NNP,Negative,Pre,32,451
006,NNP,Negative,Pre,33,415
006,NNP,Negative,Pre,34,404
006,NNP,Negative,Pre,35,401
006,NNP,Negative,Pre,36,447
006,NNP,Negative,Pre,37,396
006,NNP,Negative,Pre,38,409
006,NNP,Negative,Pre,39,446
006,NNP,Negative,Pre,40,427
006,NNP,Negative,Pre,41,439
006,NNP,Negative,Pre,42,395
006,NNP,Negative,Pre,43,457
006,NNP,Negative,Pre,44,388
006,NNP,Negative,Pre,45,426
006,NNP,Negative,Post,1,1014
006,NNP,Negative,Post,2,314
006,NNP,Negative,Post,3,269
006,NNP,Negative,Post,4,296
006,NNP,Negative,Post,5,305
006,NNP,Negative,Post,6,275
006,NNP,Negative,Post,7,261
006,NNP,Negative,Post,8,256
006,NNP,Negative,Post,9,275
006,NNP,Negative,Post,10,270
006,NNP,Negative,Post,11,305
006,NNP,Negative,Post,12,266
006,NNP,Negative,Post,13,286
