ID,Order,Condition,Minute,HR,SCR
215,NNP,Resting,3,87,6.713197996
215,NNP,Resting,4,82,22.92669077
215,NNP,Resting,5,82,4.284212688
215,NNP,Negative,1,83,90.53619739
215,NNP,Negative,2,85,53.96096083
215,NNP,Negative,3,87,14.42450392
215,NNP,Negative,4,87,51.07874656
215,NNP,Negative,5,83,32.23227324
215,NNP,Neutral,1,90,23.10191708
215,NNP,Neutral,2,88,5.682402633
215,NNP,Neutral,3,90,7.650570604
215,NNP,Neutral,4,91,39.27878077
215,NNP,Neutral,5,88,7.741037269
215,NNP,Positive,1,92,24.41605155
215,NNP,Positive,2,89,8.457779009
215,NNP,Positive,3,89,9.299426304
215,NNP,Positive,4,93,25.65585311
215,NNP,Positive,5,91,26.10801089
216,PNN,Resting,1,74,32.64918022
216,PNN,Resting,2,75,7.283548702
216,PNN,Resting,3,75,10.25752775
216,PNN,Resting,4,77,13.60063717
216,PNN,Resting,5,76,10.01083263
216,PNN,Negative,1,73,24.06548625
216,PNN,Negative,2,69,2.146319161
216,PNN,Negative,3,72,8.42197505
216,PNN,Negative,4,72,22.94697423
216,PNN,Negative,5,74,35.07406078
216,PNN,Neutral,1,77,22.53974023
216,PNN,Neutral,2,70,2.648861243
216,PNN,Neutral,3,75,9.72490378
216,PNN,Neutral,4,73,16.89363463
216,PNN,Neutral,5,74,4.930363078
216,PNN,Positive,1,77,206.0048825
216,PNN,Positive,2,75,53.55000431
216,PNN,Positive,3,79,57.15971559
216,PNN,Positive,4,80,69.57826535
216,PNN,Positive,5,79,17.41755272
